english_word,bangla_word,part_of_speech,image_url,original_file,cloudinary_public_id,file_id,word_id
"Down","নিচে","Adverb/Preposition","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679257/words/d41bafe9-9d56-4c76-9c66-94cbfcfe1058/1787679256581_words_d41bafe9-9d56-4c76-9c66-94cbfcfe1058.jpg.jpg","Down.jpg","words/d41bafe9-9d56-4c76-9c66-94cbfcfe1058/1787679256581_words_d41bafe9-9d56-4c76-9c66-94cbfcfe1058.jpg",176,"d41bafe9-9d56-4c76-9c66-94cbfcfe1058"
"Draw","আঁকা","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679257/words/dc33ebf0-d96c-4b94-b53b-7f0dcc0e942d/1787679256921_words_dc33ebf0-d96c-4b94-b53b-7f0dcc0e942d.jpg.jpg","Draw.jpg","words/dc33ebf0-d96c-4b94-b53b-7f0dcc0e942d/1787679256921_words_dc33ebf0-d96c-4b94-b53b-7f0dcc0e942d.jpg",178,"dc33ebf0-d96c-4b94-b53b-7f0dcc0e942d"
"Drink","পান করা","Verb/Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679258/words/80f83d4d-8706-4fa2-ba94-807750735b75/1787679257196_words_80f83d4d-8706-4fa2-ba94-807750735b75.png.png","Drink.png","words/80f83d4d-8706-4fa2-ba94-807750735b75/1787679257196_words_80f83d4d-8706-4fa2-ba94-807750735b75.png",179,"80f83d4d-8706-4fa2-ba94-807750735b75"
"Drive","গাড়ি চালানো","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679258/words/6a08e919-1d71-4c78-a0ab-72090578b0e7/1787679257271_words_6a08e919-1d71-4c78-a0ab-72090578b0e7.jpg.jpg","Drive.jpg","words/6a08e919-1d71-4c78-a0ab-72090578b0e7/1787679257271_words_6a08e919-1d71-4c78-a0ab-72090578b0e7.jpg",177,"6a08e919-1d71-4c78-a0ab-72090578b0e7"
"Duck","হাঁস","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679258/words/5d8fbbc7-2b61-4ff2-a378-7e6c584e74b6/1787679257584_words_5d8fbbc7-2b61-4ff2-a378-7e6c584e74b6.jpg.jpg","Duck.jpg","words/5d8fbbc7-2b61-4ff2-a378-7e6c584e74b6/1787679257584_words_5d8fbbc7-2b61-4ff2-a378-7e6c584e74b6.jpg",180,"5d8fbbc7-2b61-4ff2-a378-7e6c584e74b6"
"Each","প্রত্যেক","Determiner/Pronoun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679259/words/168870ce-b98d-4f82-97b6-c7e5198cd63b/1787679258422_words_168870ce-b98d-4f82-97b6-c7e5198cd63b.png.png","Each.png","words/168870ce-b98d-4f82-97b6-c7e5198cd63b/1787679258422_words_168870ce-b98d-4f82-97b6-c7e5198cd63b.png",182,"168870ce-b98d-4f82-97b6-c7e5198cd63b"
"ear","কান","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679259/words/371e93c6-2a73-4d4f-af4f-ec03dd4b8899/1787679258584_words_371e93c6-2a73-4d4f-af4f-ec03dd4b8899.png.png","Ear.png","words/371e93c6-2a73-4d4f-af4f-ec03dd4b8899/1787679258584_words_371e93c6-2a73-4d4f-af4f-ec03dd4b8899.png",183,"371e93c6-2a73-4d4f-af4f-ec03dd4b8899"
"Eat","খাওয়া","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679259/words/ae3998bd-16db-4a77-b433-35c2385be30a/1787679258705_words_ae3998bd-16db-4a77-b433-35c2385be30a.png.png","Eat.png","words/ae3998bd-16db-4a77-b433-35c2385be30a/1787679258705_words_ae3998bd-16db-4a77-b433-35c2385be30a.png",181,"ae3998bd-16db-4a77-b433-35c2385be30a"
"Egg","ডিম","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679259/words/5c1d6a5c-0207-42e5-9efd-494aa69ce3d2/1787679258811_words_5c1d6a5c-0207-42e5-9efd-494aa69ce3d2.jpg.jpg","Egg.jpg","words/5c1d6a5c-0207-42e5-9efd-494aa69ce3d2/1787679258811_words_5c1d6a5c-0207-42e5-9efd-494aa69ce3d2.jpg",184,"5c1d6a5c-0207-42e5-9efd-494aa69ce3d2"
"End","শেষ","Noun/Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678763/words/f6a65b98-ef5a-4d80-a9ff-84aa6902c29f/1787678761254_words_f6a65b98-ef5a-4d80-a9ff-84aa6902c29f.jpg.jpg","End.jpg","words/f6a65b98-ef5a-4d80-a9ff-84aa6902c29f/1787678761254_words_f6a65b98-ef5a-4d80-a9ff-84aa6902c29f.jpg",37,"f6a65b98-ef5a-4d80-a9ff-84aa6902c29f"
"evening","সন্ধ্যা","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678763/words/281c6130-94da-4e39-bff1-e99e83a0f1df/1787678761438_words_281c6130-94da-4e39-bff1-e99e83a0f1df.jpg.jpg","Evening.jpg","words/281c6130-94da-4e39-bff1-e99e83a0f1df/1787678761438_words_281c6130-94da-4e39-bff1-e99e83a0f1df.jpg",36,"281c6130-94da-4e39-bff1-e99e83a0f1df"
"Everyday","প্রতিদিন","Adverb/Adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678764/words/68749cf4-279d-47dc-bffe-3ab5233340d2/1787678761442_words_68749cf4-279d-47dc-bffe-3ab5233340d2.jpg.jpg","Everyday.jpg","words/68749cf4-279d-47dc-bffe-3ab5233340d2/1787678761442_words_68749cf4-279d-47dc-bffe-3ab5233340d2.jpg",39,"68749cf4-279d-47dc-bffe-3ab5233340d2"
"Exercise","ব্যায়াম / অনুশীলন","Noun/Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679260/words/ef3a6901-7077-46be-9201-f8986fc40600/1787679259964_words_ef3a6901-7077-46be-9201-f8986fc40600.jpg.jpg","Exercise.jpg","words/ef3a6901-7077-46be-9201-f8986fc40600/1787679259964_words_ef3a6901-7077-46be-9201-f8986fc40600.jpg",185,"ef3a6901-7077-46be-9201-f8986fc40600"
"FALSE","মিথ্যা / ভুল","Adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679260/words/90e21294-8b64-4cf9-9628-bb9bd2b22be9/1787679260022_words_90e21294-8b64-4cf9-9628-bb9bd2b22be9.jpg.jpg","False.jpg","words/90e21294-8b64-4cf9-9628-bb9bd2b22be9/1787679260022_words_90e21294-8b64-4cf9-9628-bb9bd2b22be9.jpg",186,"90e21294-8b64-4cf9-9628-bb9bd2b22be9"
"Family","পরিবার","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679261/words/6f216210-d063-419f-8c62-eb9de42a91be/1787679260144_words_6f216210-d063-419f-8c62-eb9de42a91be.jpg.jpg","Family.jpg","words/6f216210-d063-419f-8c62-eb9de42a91be/1787679260144_words_6f216210-d063-419f-8c62-eb9de42a91be.jpg",187,"6f216210-d063-419f-8c62-eb9de42a91be"
"far away","দূরে","adv./adj.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679261/words/00d3ec8e-b9d2-43a8-97c3-580379bdb132/1787679260207_words_00d3ec8e-b9d2-43a8-97c3-580379bdb132.png.png","Far away.png","words/00d3ec8e-b9d2-43a8-97c3-580379bdb132/1787679260207_words_00d3ec8e-b9d2-43a8-97c3-580379bdb132.png",188,"00d3ec8e-b9d2-43a8-97c3-580379bdb132"
"farewell","বিদায়","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679262/words/3829dede-3474-4faa-80eb-1f664bc85be3/1787679261186_words_3829dede-3474-4faa-80eb-1f664bc85be3.png.png","Farewell.png","words/3829dede-3474-4faa-80eb-1f664bc85be3/1787679261186_words_3829dede-3474-4faa-80eb-1f664bc85be3.png",189,"3829dede-3474-4faa-80eb-1f664bc85be3"
"Farmer","কৃষক","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678763/words/b2181e49-4895-4fe8-bfa2-9a660ddf9c8b/1787678761445_words_b2181e49-4895-4fe8-bfa2-9a660ddf9c8b.jpg.jpg","farmer.jpg","words/b2181e49-4895-4fe8-bfa2-9a660ddf9c8b/1787678761445_words_b2181e49-4895-4fe8-bfa2-9a660ddf9c8b.jpg",38,"b2181e49-4895-4fe8-bfa2-9a660ddf9c8b"
"Father","বাবা / পিতা","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678764/words/8e666d1f-4678-4394-8dee-3b8c0aa7a722/1787678763880_words_8e666d1f-4678-4394-8dee-3b8c0aa7a722.jpg.jpg","Father.jpg","words/8e666d1f-4678-4394-8dee-3b8c0aa7a722/1787678763880_words_8e666d1f-4678-4394-8dee-3b8c0aa7a722.jpg",41,"8e666d1f-4678-4394-8dee-3b8c0aa7a722"
"Favourite","প্রিয়","Adjective/Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679262/words/287811d0-237b-42fb-ae60-4efbe0f77e47/1787679261356_words_287811d0-237b-42fb-ae60-4efbe0f77e47.png.png","Favourite.png","words/287811d0-237b-42fb-ae60-4efbe0f77e47/1787679261356_words_287811d0-237b-42fb-ae60-4efbe0f77e47.png",190,"287811d0-237b-42fb-ae60-4efbe0f77e47"
"February","ফেব্রুয়ারি","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678764/words/bdc0f433-9041-4b0b-beec-10e7bd7d8661/1787678763956_words_bdc0f433-9041-4b0b-beec-10e7bd7d8661.jpg.jpg","february.jpg","words/bdc0f433-9041-4b0b-beec-10e7bd7d8661/1787678763956_words_bdc0f433-9041-4b0b-beec-10e7bd7d8661.jpg",40,"bdc0f433-9041-4b0b-beec-10e7bd7d8661"
"Fig","ডুমুর","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678765/words/03ec83e8-7e98-411c-8b84-8d79083da3fb/1787678764125_words_03ec83e8-7e98-411c-8b84-8d79083da3fb.jpg.jpg","fig.jpg","words/03ec83e8-7e98-411c-8b84-8d79083da3fb/1787678764125_words_03ec83e8-7e98-411c-8b84-8d79083da3fb.jpg",42,"03ec83e8-7e98-411c-8b84-8d79083da3fb"
"Fin","মাছের পাখনা","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678765/words/4573f28a-156d-4587-8fad-341ebade1f4d/1787678765064_words_4573f28a-156d-4587-8fad-341ebade1f4d.jpg.jpg","fin.jpg","words/4573f28a-156d-4587-8fad-341ebade1f4d/1787678765064_words_4573f28a-156d-4587-8fad-341ebade1f4d.jpg",43,"4573f28a-156d-4587-8fad-341ebade1f4d"
"Find","খুঁজে পাওয়া","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678766/words/dec4ff9b-47ee-4c29-81f6-bb3711fc1e8d/1787678765254_words_dec4ff9b-47ee-4c29-81f6-bb3711fc1e8d.jpg.jpg","find.jpg","words/dec4ff9b-47ee-4c29-81f6-bb3711fc1e8d/1787678765254_words_dec4ff9b-47ee-4c29-81f6-bb3711fc1e8d.jpg",44,"dec4ff9b-47ee-4c29-81f6-bb3711fc1e8d"
"Fine","ভালো / সুস্থ","Adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678766/words/0cbc62de-7d1f-45c6-9bef-ab94c220d693/1787678765406_words_0cbc62de-7d1f-45c6-9bef-ab94c220d693.jpg.jpg","fine.jpg","words/0cbc62de-7d1f-45c6-9bef-ab94c220d693/1787678765406_words_0cbc62de-7d1f-45c6-9bef-ab94c220d693.jpg",45,"0cbc62de-7d1f-45c6-9bef-ab94c220d693"
"Fish","মাছ","Noun/Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678766/words/a6796b4e-aabf-4787-9b0c-87990bd09045/1787678765687_words_a6796b4e-aabf-4787-9b0c-87990bd09045.jpg.jpg","fish.jpg","words/a6796b4e-aabf-4787-9b0c-87990bd09045/1787678765687_words_a6796b4e-aabf-4787-9b0c-87990bd09045.jpg",46,"a6796b4e-aabf-4787-9b0c-87990bd09045"
"Flag","পতাকা","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679262/words/fc70ccf6-3233-422f-ba6a-109176565355/1787679261483_words_fc70ccf6-3233-422f-ba6a-109176565355.png.png","Flag.png","words/fc70ccf6-3233-422f-ba6a-109176565355/1787679261483_words_fc70ccf6-3233-422f-ba6a-109176565355.png",191,"fc70ccf6-3233-422f-ba6a-109176565355"
"Fly","উড়া","Verb/Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678767/words/0b3273b1-90e3-41cc-a926-35bebf606cfc/1787678766125_words_0b3273b1-90e3-41cc-a926-35bebf606cfc.jpg.jpg","fly.jpg","words/0b3273b1-90e3-41cc-a926-35bebf606cfc/1787678766125_words_0b3273b1-90e3-41cc-a926-35bebf606cfc.jpg",47,"0b3273b1-90e3-41cc-a926-35bebf606cfc"
"Food","খাবার","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678767/words/46b85e6c-b249-40c6-93ae-0a05083216e9/1787678766342_words_46b85e6c-b249-40c6-93ae-0a05083216e9.jpg.jpg","food.jpg","words/46b85e6c-b249-40c6-93ae-0a05083216e9/1787678766342_words_46b85e6c-b249-40c6-93ae-0a05083216e9.jpg",48,"46b85e6c-b249-40c6-93ae-0a05083216e9"
"football","ফুটবল","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678767/words/b1f242e3-3f9a-4b8e-b77f-88efbd52f2b1/1787678766629_words_b1f242e3-3f9a-4b8e-b77f-88efbd52f2b1.jpg.jpg","football.jpg","words/b1f242e3-3f9a-4b8e-b77f-88efbd52f2b1/1787678766629_words_b1f242e3-3f9a-4b8e-b77f-88efbd52f2b1.jpg",49,"b1f242e3-3f9a-4b8e-b77f-88efbd52f2b1"
"footpath","ফুটপাত","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679262/words/b8621c58-5b32-4f0f-bf78-50259b4ddf4a/1787679261566_words_b8621c58-5b32-4f0f-bf78-50259b4ddf4a.jpg.jpg","Footpath.jpg","words/b8621c58-5b32-4f0f-bf78-50259b4ddf4a/1787679261566_words_b8621c58-5b32-4f0f-bf78-50259b4ddf4a.jpg",192,"b8621c58-5b32-4f0f-bf78-50259b4ddf4a"
"Fox","শেয়াল","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678767/words/94fbd548-0bd5-4a09-b269-0c213f134c3b/1787678766885_words_94fbd548-0bd5-4a09-b269-0c213f134c3b.jpg.jpg","fox.jpg","words/94fbd548-0bd5-4a09-b269-0c213f134c3b/1787678766885_words_94fbd548-0bd5-4a09-b269-0c213f134c3b.jpg",50,"94fbd548-0bd5-4a09-b269-0c213f134c3b"
"Friday","শুক্রবার","n","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679263/words/4f1732f3-a1de-463b-9ce3-c37aebe4b21b/1787679262344_words_4f1732f3-a1de-463b-9ce3-c37aebe4b21b.jpg.jpg","Friday.jpg","words/4f1732f3-a1de-463b-9ce3-c37aebe4b21b/1787679262344_words_4f1732f3-a1de-463b-9ce3-c37aebe4b21b.jpg",193,"4f1732f3-a1de-463b-9ce3-c37aebe4b21b"
"Friend","বন্ধু","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679263/words/4403bbec-403c-476c-a158-1e44ce87a4e0/1787679262513_words_4403bbec-403c-476c-a158-1e44ce87a4e0.jpg.jpg","Friend.jpg","words/4403bbec-403c-476c-a158-1e44ce87a4e0/1787679262513_words_4403bbec-403c-476c-a158-1e44ce87a4e0.jpg",194,"4403bbec-403c-476c-a158-1e44ce87a4e0"
"frog","ব্যাঙ","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678768/words/d7781f43-856b-4c3c-85fc-8e6b39d4f37e/1787678767539_words_d7781f43-856b-4c3c-85fc-8e6b39d4f37e.jpg.jpg","frog.jpg","words/d7781f43-856b-4c3c-85fc-8e6b39d4f37e/1787678767539_words_d7781f43-856b-4c3c-85fc-8e6b39d4f37e.jpg",51,"d7781f43-856b-4c3c-85fc-8e6b39d4f37e"
"Fruit","ফল","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678768/words/39f615d2-5675-4bbe-b003-b89931b8558c/1787678767697_words_39f615d2-5675-4bbe-b003-b89931b8558c.jpg.jpg","fruit.jpg","words/39f615d2-5675-4bbe-b003-b89931b8558c/1787678767697_words_39f615d2-5675-4bbe-b003-b89931b8558c.jpg",52,"39f615d2-5675-4bbe-b003-b89931b8558c"
"Fun","মজা; আমোদ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678768/words/691e6c9b-085e-4b9a-804d-a03c40afe335/1787678767803_words_691e6c9b-085e-4b9a-804d-a03c40afe335.jpg.jpg","fun.jpg","words/691e6c9b-085e-4b9a-804d-a03c40afe335/1787678767803_words_691e6c9b-085e-4b9a-804d-a03c40afe335.jpg",53,"691e6c9b-085e-4b9a-804d-a03c40afe335"
"garlic","রসুন","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678769/words/46e07270-59b4-4ee4-beea-8150b0812260/1787678768102_words_46e07270-59b4-4ee4-beea-8150b0812260.jpg.jpg","garlic.jpg","words/46e07270-59b4-4ee4-beea-8150b0812260/1787678768102_words_46e07270-59b4-4ee4-beea-8150b0812260.jpg",54,"46e07270-59b4-4ee4-beea-8150b0812260"
"Gas","গ্যাস; বায়বীয় পদার্থ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678769/words/123bcc1f-b313-42d5-84a0-65526555868f/1787678768612_words_123bcc1f-b313-42d5-84a0-65526555868f.jpg.jpg","gas.jpg","words/123bcc1f-b313-42d5-84a0-65526555868f/1787678768612_words_123bcc1f-b313-42d5-84a0-65526555868f.jpg",55,"123bcc1f-b313-42d5-84a0-65526555868f"
"get up","ঘুম থেকে ওঠা","v. phrase","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679263/words/8693d0e2-7cf1-4767-a003-a677ed0e4f1e/1787679262628_words_8693d0e2-7cf1-4767-a003-a677ed0e4f1e.jpg.jpg","Get Up.jpg","words/8693d0e2-7cf1-4767-a003-a677ed0e4f1e/1787679262628_words_8693d0e2-7cf1-4767-a003-a677ed0e4f1e.jpg",195,"8693d0e2-7cf1-4767-a003-a677ed0e4f1e"
"Girl","মেয়ে","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678769/words/b78cadc3-ce09-4dce-b934-6bebd0e4f31d/1787678768800_words_b78cadc3-ce09-4dce-b934-6bebd0e4f31d.jpg.jpg","girl.jpg","words/b78cadc3-ce09-4dce-b934-6bebd0e4f31d/1787678768800_words_b78cadc3-ce09-4dce-b934-6bebd0e4f31d.jpg",56,"b78cadc3-ce09-4dce-b934-6bebd0e4f31d"
"Give","দেওয়া","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679263/words/611ff847-d218-4bbe-9b52-2410eb1e663f/1787679262799_words_611ff847-d218-4bbe-9b52-2410eb1e663f.jpg.jpg","Give.JPG","words/611ff847-d218-4bbe-9b52-2410eb1e663f/1787679262799_words_611ff847-d218-4bbe-9b52-2410eb1e663f.jpg",196,"611ff847-d218-4bbe-9b52-2410eb1e663f"
"Go","যাওয়া","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678769/words/3bf02ea5-a0ba-4186-b4b7-8491851c630f/1787678769038_words_3bf02ea5-a0ba-4186-b4b7-8491851c630f.jpg.jpg","go.jpg","words/3bf02ea5-a0ba-4186-b4b7-8491851c630f/1787678769038_words_3bf02ea5-a0ba-4186-b4b7-8491851c630f.jpg",57,"3bf02ea5-a0ba-4186-b4b7-8491851c630f"
"Goat","ছাগল","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678770/words/c41739d2-ffaf-4604-bb4b-a27a4576526a/1787678769208_words_c41739d2-ffaf-4604-bb4b-a27a4576526a.jpg.jpg","goat.jpg","words/c41739d2-ffaf-4604-bb4b-a27a4576526a/1787678769208_words_c41739d2-ffaf-4604-bb4b-a27a4576526a.jpg",58,"c41739d2-ffaf-4604-bb4b-a27a4576526a"
"good","ভাল","adj.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678770/words/8875ac50-4f2d-41e1-8e14-8cfb825af972/1787678769547_words_8875ac50-4f2d-41e1-8e14-8cfb825af972.jpg.jpg","good.jpg","words/8875ac50-4f2d-41e1-8e14-8cfb825af972/1787678769547_words_8875ac50-4f2d-41e1-8e14-8cfb825af972.jpg",59,"8875ac50-4f2d-41e1-8e14-8cfb825af972"
"Grass","ঘাস","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678770/words/68db00bb-240d-4046-a8b4-2c6e972b4707/1787678769920_words_68db00bb-240d-4046-a8b4-2c6e972b4707.jpg.jpg","grass.jpg","words/68db00bb-240d-4046-a8b4-2c6e972b4707/1787678769920_words_68db00bb-240d-4046-a8b4-2c6e972b4707.jpg",60,"68db00bb-240d-4046-a8b4-2c6e972b4707"
"great","দারুণ/বড়","adj.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678771/words/4dbf7c70-77b6-48e5-8ac6-35689d815325/1787678770156_words_4dbf7c70-77b6-48e5-8ac6-35689d815325.jpg.jpg","great.jpg","words/4dbf7c70-77b6-48e5-8ac6-35689d815325/1787678770156_words_4dbf7c70-77b6-48e5-8ac6-35689d815325.jpg",61,"4dbf7c70-77b6-48e5-8ac6-35689d815325"
"greeting","অভিবাদন","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678771/words/ff1fd414-70e2-4abb-a053-da45ce7e811e/1787678770420_words_ff1fd414-70e2-4abb-a053-da45ce7e811e.jpg.jpg","greeting.jpg","words/ff1fd414-70e2-4abb-a053-da45ce7e811e/1787678770420_words_ff1fd414-70e2-4abb-a053-da45ce7e811e.jpg",62,"ff1fd414-70e2-4abb-a053-da45ce7e811e"
"Group","দল","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679264/words/3f20df66-a3ab-4b8b-8f21-a4a2d4965337/1787679263662_words_3f20df66-a3ab-4b8b-8f21-a4a2d4965337.png.png","Group.png","words/3f20df66-a3ab-4b8b-8f21-a4a2d4965337/1787679263662_words_3f20df66-a3ab-4b8b-8f21-a4a2d4965337.png",197,"3f20df66-a3ab-4b8b-8f21-a4a2d4965337"
"Grow","বড় হওয়া","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678771/words/993ba4b3-6134-4cdb-8ab7-8c26f3a3ef20/1787678770610_words_993ba4b3-6134-4cdb-8ab7-8c26f3a3ef20.jpg.jpg","grow.jpg","words/993ba4b3-6134-4cdb-8ab7-8c26f3a3ef20/1787678770610_words_993ba4b3-6134-4cdb-8ab7-8c26f3a3ef20.jpg",63,"993ba4b3-6134-4cdb-8ab7-8c26f3a3ef20"
"guava","পেয়ারা","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679264/words/9f93a7d5-3c02-40f7-8ab3-e56a5bff8134/1787679263717_words_9f93a7d5-3c02-40f7-8ab3-e56a5bff8134.jpg.jpg","Guava.jpg","words/9f93a7d5-3c02-40f7-8ab3-e56a5bff8134/1787679263717_words_9f93a7d5-3c02-40f7-8ab3-e56a5bff8134.jpg",198,"9f93a7d5-3c02-40f7-8ab3-e56a5bff8134"
"Hand","হাত","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678771/words/90790299-16f9-4553-8efb-c549ffeb7f1e/1787678771034_words_90790299-16f9-4553-8efb-c549ffeb7f1e.jpg.jpg","Hand.jpg","words/90790299-16f9-4553-8efb-c549ffeb7f1e/1787678771034_words_90790299-16f9-4553-8efb-c549ffeb7f1e.jpg",64,"90790299-16f9-4553-8efb-c549ffeb7f1e"
"Happy","খুশি","Adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678772/words/c6d73835-4666-4209-a243-50a15371d825/1787678771401_words_c6d73835-4666-4209-a243-50a15371d825.jpg.jpg","Happy.jpg","words/c6d73835-4666-4209-a243-50a15371d825/1787678771401_words_c6d73835-4666-4209-a243-50a15371d825.jpg",65,"c6d73835-4666-4209-a243-50a15371d825"
"Head","মাথা","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679264/words/2385fdce-69de-4a2b-896c-6f53f876391e/1787679263882_words_2385fdce-69de-4a2b-896c-6f53f876391e.jpg.jpg","Head.jpg","words/2385fdce-69de-4a2b-896c-6f53f876391e/1787679263882_words_2385fdce-69de-4a2b-896c-6f53f876391e.jpg",199,"2385fdce-69de-4a2b-896c-6f53f876391e"
"Help","সাহায্য করা","Verb/Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679264/words/7ae30079-22f3-425b-bac7-fc86ccef83fc/1787679263990_words_7ae30079-22f3-425b-bac7-fc86ccef83fc.jpg.webp","Help.jpg","words/7ae30079-22f3-425b-bac7-fc86ccef83fc/1787679263990_words_7ae30079-22f3-425b-bac7-fc86ccef83fc.jpg",200,"7ae30079-22f3-425b-bac7-fc86ccef83fc"
"Hen","মুরগি","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679265/words/0a8c7570-908b-4a28-9340-7a451a407920/1787679264704_words_0a8c7570-908b-4a28-9340-7a451a407920.jpg.jpg","Hen.jpg","words/0a8c7570-908b-4a28-9340-7a451a407920/1787679264704_words_0a8c7570-908b-4a28-9340-7a451a407920.jpg",201,"0a8c7570-908b-4a28-9340-7a451a407920"
"Home","বাড়ি","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679265/words/f3aba3af-c634-4558-99ea-34328ebc4759/1787679264811_words_f3aba3af-c634-4558-99ea-34328ebc4759.jpg.jpg","Home.jpg","words/f3aba3af-c634-4558-99ea-34328ebc4759/1787679264811_words_f3aba3af-c634-4558-99ea-34328ebc4759.jpg",202,"f3aba3af-c634-4558-99ea-34328ebc4759"
"Homework","বাড়ির কাজ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679265/words/21e4da24-99c3-4ad9-afa7-0e0662a4812b/1787679265088_words_21e4da24-99c3-4ad9-afa7-0e0662a4812b.jpg.jpg","Homework.jpg","words/21e4da24-99c3-4ad9-afa7-0e0662a4812b/1787679265088_words_21e4da24-99c3-4ad9-afa7-0e0662a4812b.jpg",204,"21e4da24-99c3-4ad9-afa7-0e0662a4812b"
"honey","মধু","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679266/words/d5fe5806-f927-4ecc-9019-e6781863fdd6/1787679265142_words_d5fe5806-f927-4ecc-9019-e6781863fdd6.jpg.jpg","Honey.jpg","words/d5fe5806-f927-4ecc-9019-e6781863fdd6/1787679265142_words_d5fe5806-f927-4ecc-9019-e6781863fdd6.jpg",203,"d5fe5806-f927-4ecc-9019-e6781863fdd6"
"Horse","ঘোড়া","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678772/words/8bf40bf2-804b-443b-a869-d1a21f477f3e/1787678771560_words_8bf40bf2-804b-443b-a869-d1a21f477f3e.jpg.jpg","Horse.jpg","words/8bf40bf2-804b-443b-a869-d1a21f477f3e/1787678771560_words_8bf40bf2-804b-443b-a869-d1a21f477f3e.jpg",66,"8bf40bf2-804b-443b-a869-d1a21f477f3e"
"Hot","গরম","Adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678772/words/5fba96df-0601-4aeb-8fdc-3b4ec0a6bacc/1787678771825_words_5fba96df-0601-4aeb-8fdc-3b4ec0a6bacc.jpeg.jpg","Hot.jpeg","words/5fba96df-0601-4aeb-8fdc-3b4ec0a6bacc/1787678771825_words_5fba96df-0601-4aeb-8fdc-3b4ec0a6bacc.jpeg",67,"5fba96df-0601-4aeb-8fdc-3b4ec0a6bacc"
